timestamp,time_readable,x,y,z,eye_source
1745680454.5548904,2025-04-26 11:14:14.554890,0.3665332496166229,0.9339773058891296,0.1459980085492134,both
1745680454.5716765,2025-04-26 11:14:14.571676,0.3698856234550476,0.9409861266613007,-0.6854846924543381,both
1745680454.587935,2025-04-26 11:14:14.587935,0.3734244853258133,0.9379605054855347,-0.32657909393310547,both
1745680454.604403,2025-04-26 11:14:14.604403,0.3719373047351837,0.9412903189659119,-0.7216177955269814,both
1745680454.6211662,2025-04-26 11:14:14.621166,0.3677188605070114,0.9401111006736755,-0.5816645622253418,both
1745680454.6376412,2025-04-26 11:14:14.637641,0.36908315122127533,0.9337652027606964,0.17115110158920288,both
1745680454.6549528,2025-04-26 11:14:14.654953,0.36921489238739014,0.9362983703613281,-0.129348486661911,both
1745680454.6713433,2025-04-26 11:14:14.671343,0.3631952106952667,0.9346473217010498,0.06651148200035095,both
1745680454.688512,2025-04-26 11:14:14.688512,0.3663279265165329,0.9366523623466492,-0.17138253152370453,both
1745680454.7050285,2025-04-26 11:14:14.705029,0.36964401602745056,0.9453212916851044,-1.199811190366745,both
1745680454.7209888,2025-04-26 11:14:14.720989,0.38105373084545135,0.9227492213249207,1.4781429767608643,both
1745680454.7380073,2025-04-26 11:14:14.738007,0.40558890998363495,0.901963859796524,3.9440014362335205,both
1745680454.7542994,2025-04-26 11:14:14.754299,0.397678405046463,0.9021799862384796,3.9183608293533325,both
1745680454.7717235,2025-04-26 11:14:14.771724,0.40645764768123627,0.8960959613323212,4.640166521072388,both
1745680454.7878633,2025-04-26 11:14:14.787863,0.4076409488916397,0.8891803324222565,5.460655927658081,both
1745680454.8037848,2025-04-26 11:14:14.803785,0.40179118514060974,0.8902171850204468,5.337608337402344,both
1745680454.8217025,2025-04-26 11:14:14.821702,0.4001319110393524,0.8987419605255127,4.326271414756775,both
1745680454.8378532,2025-04-26 11:14:14.837853,0.39750896394252777,0.8742977976799011,7.226256608963013,both
1745680454.8550227,2025-04-26 11:14:14.855023,0.39792266488075256,0.8818204700946808,6.333810567855835,both
1745680454.8715017,2025-04-26 11:14:14.871502,0.40437282621860504,0.874077558517456,7.252415418624878,both
1745680454.8884194,2025-04-26 11:14:14.888419,0.39729803800582886,0.880203515291214,6.525625944137573,both
1745680454.9051228,2025-04-26 11:14:14.905123,0.4042575806379318,0.8627505898475647,8.596209287643433,both
1745680454.921206,2025-04-26 11:14:14.921206,0.40224798023700714,0.8638387620449066,8.467122077941895,both
1745680454.938261,2025-04-26 11:14:14.938261,0.40022188425064087,0.8707113265991211,7.651731491088867,both
1745680454.953799,2025-04-26 11:14:14.953799,0.3956894129514694,0.857489287853241,9.220386981964111,both
1745680454.9718907,2025-04-26 11:14:14.971891,0.40172480046749115,0.8486436009407043,10.26984691619873,both
1745680454.9877188,2025-04-26 11:14:14.987719,0.393476277589798,0.8466972410678864,10.500770092010498,both
1745680455.0044456,2025-04-26 11:14:15.004446,0.39641182124614716,0.8521400988101959,9.855017185211182,both
1745680455.0216622,2025-04-26 11:14:15.021662,0.39467833936214447,0.8540356159210205,9.630158424377441,both
1745680455.0379746,2025-04-26 11:14:15.037975,0.3937646448612213,0.8436425924301147,10.863166809082031,both
1745680455.054969,2025-04-26 11:14:15.054969,0.3936634063720703,0.8288886249065399,12.613540649414062,both
1745680455.0715733,2025-04-26 11:14:15.071573,0.39627303183078766,0.8370217680931091,11.648648262023926,both
1745680455.0882719,2025-04-26 11:14:15.088272,0.3944131135940552,0.8330863118171692,12.115530967712402,both
1745680455.1050348,2025-04-26 11:14:15.105035,0.39572592079639435,0.8298647105693817,12.497744083404541,both
1745680455.1214375,2025-04-26 11:14:15.121438,0.3932216614484787,0.8168181478977203,14.045579433441162,both
1745680455.1382222,2025-04-26 11:14:15.138222,0.3951610028743744,0.8167024552822113,14.059297561645508,both
1745680455.1551638,2025-04-26 11:14:15.155164,0.39036592841148376,0.8042771220207214,15.53339672088623,both
1745680455.1720312,2025-04-26 11:14:15.172031,0.3970507085323334,0.8136445879936218,14.42206335067749,both
1745680455.1874752,2025-04-26 11:14:15.187475,0.3934331238269806,0.8087855279445648,14.998530864715576,both
1745680455.2053044,2025-04-26 11:14:15.205304,0.39103837311267853,0.8021641969680786,15.784093379974365,both
1745680455.2218945,2025-04-26 11:14:15.221895,0.40056176483631134,0.7996796369552612,16.07881259918213,both
1745680455.2382562,2025-04-26 11:14:15.238256,0.39524199068546295,0.799149215221405,16.141780376434326,both
1745680455.2545388,2025-04-26 11:14:15.254539,0.395552858710289,0.7869555950164795,17.58837890625,both
1745680455.271256,2025-04-26 11:14:15.271256,0.3967716842889786,0.7823126018047333,18.139219284057617,both
1745680455.2880135,2025-04-26 11:14:15.288013,0.39106471836566925,0.7818276286125183,18.196773529052734,both
1745680455.3027883,2025-04-26 11:14:15.302788,0.3992297649383545,0.7826154828071594,18.10328769683838,both
1745680455.3196836,2025-04-26 11:14:15.319684,0.3998206704854965,0.7818706929683685,18.191685676574707,both
1745680455.338463,2025-04-26 11:14:15.338463,0.3937300443649292,0.7768608927726746,18.78600311279297,both
1745680455.3548195,2025-04-26 11:14:15.354820,0.3914237767457962,0.7828285098075867,18.078028678894043,both
1745680455.371294,2025-04-26 11:14:15.371294,0.3869960904121399,0.7771346271038055,18.7535343170166,both
1745680455.3885195,2025-04-26 11:14:15.388520,0.38857440650463104,0.7724578678607941,19.30840492248535,both
1745680455.4051297,2025-04-26 11:14:15.405130,0.3923601806163788,0.7742036581039429,19.10125160217285,both
1745680455.4218547,2025-04-26 11:14:15.421855,0.392715722322464,0.7783876657485962,18.604896545410156,both
1745680455.438054,2025-04-26 11:14:15.438054,0.39515820145606995,0.7562249302864075,21.234240531921387,both
1745680455.4554846,2025-04-26 11:14:15.455485,0.3916458934545517,0.768406093120575,19.789048194885254,both
1745680455.4718342,2025-04-26 11:14:15.471834,0.3922506719827652,0.7644924223423004,20.2534122467041,both
1745680455.4863045,2025-04-26 11:14:15.486305,0.39262673258781433,0.7626364529132843,20.473596572875977,both
1745680455.50527,2025-04-26 11:14:15.505270,0.3930334895849228,0.7673788666725159,19.910922050476074,both
1745680455.5213566,2025-04-26 11:14:15.521357,0.39149855077266693,0.7626824676990509,20.468111038208008,both
1745680455.5383925,2025-04-26 11:14:15.538393,0.39563488960266113,0.7542128264904022,21.472933769226074,both
1745680455.555607,2025-04-26 11:14:15.555607,0.3944421261548996,0.7555782496929169,21.31095600128174,both
1745680455.572149,2025-04-26 11:14:15.572149,0.39079250395298004,0.7593671083450317,20.86145782470703,both
1745680455.5880075,2025-04-26 11:14:15.588007,0.3919662684202194,0.7611292898654938,20.652382850646973,both
1745680455.6050162,2025-04-26 11:14:15.605016,0.3938415199518204,0.7635175883769989,20.36905860900879,both
1745680455.6209483,2025-04-26 11:14:15.620948,0.3928072601556778,0.7524493932723999,21.682132720947266,both
1745680455.638495,2025-04-26 11:14:15.638495,0.40275706350803375,0.7598989307880402,20.79836082458496,both
1745680455.6550374,2025-04-26 11:14:15.655037,0.5100206136703491,0.8974607884883881,4.478268623352051,both
1745680455.6718225,2025-04-26 11:14:15.671823,0.5605887472629547,1.0150343775749207,-9.470465183258057,both
1745680455.6880882,2025-04-26 11:14:15.688088,0.5510542988777161,0.9892126023769379,-6.406992197036743,both
1745680455.7042716,2025-04-26 11:14:15.704272,0.5571751296520233,0.9959621429443359,-7.207780361175537,both
1745680455.7213159,2025-04-26 11:14:15.721316,0.5563412308692932,0.9890183806419373,-6.383948564529419,both
1745680455.737533,2025-04-26 11:14:15.737533,0.5550823509693146,0.9930157363414764,-6.858225345611572,both
1745680455.7550035,2025-04-26 11:14:15.755003,0.557050347328186,0.9930937886238098,-6.8674938678741455,both
1745680455.7718496,2025-04-26 11:14:15.771850,0.5540712177753448,0.9936445951461792,-6.932825326919556,both
1745680455.788288,2025-04-26 11:14:15.788288,0.5530447959899902,0.9972675740718842,-7.362670421600342,both
1745680455.8044126,2025-04-26 11:14:15.804413,0.5547066330909729,0.9928223490715027,-6.835266828536987,both
1745680455.8213933,2025-04-26 11:14:15.821393,0.546747088432312,1.0047069191932678,-8.245222091674805,both
1745680455.837859,2025-04-26 11:14:15.837859,0.5597612857818604,0.9992976486682892,-7.603471040725708,both
1745680455.8558288,2025-04-26 11:14:15.855829,0.5608862638473511,0.9851875007152557,-5.929502844810486,both
1745680455.8718698,2025-04-26 11:14:15.871870,0.562545895576477,0.9907407164573669,-6.588292360305786,both
1745680455.8888278,2025-04-26 11:14:15.888828,0.5591810643672943,0.9838942885398865,-5.776064872741699,both
1745680455.905189,2025-04-26 11:14:15.905189,0.5628465414047241,0.9898034334182739,-6.477139234542847,both
1745680455.921918,2025-04-26 11:14:15.921918,0.5626612901687622,0.9874474406242371,-6.197563886642456,both
1745680455.9390724,2025-04-26 11:14:15.939072,0.5613442063331604,0.9971303641796112,-7.346350193023682,both
1745680455.955875,2025-04-26 11:14:15.955875,0.5614992082118988,0.9890019297599792,-6.382033586502075,both
1745680455.9723577,2025-04-26 11:14:15.972358,0.5619602203369141,0.9919493198394775,-6.731687068939209,both
1745680455.9879448,2025-04-26 11:14:15.987945,0.5699517726898193,0.9907010495662689,-6.583615303039551,both
1745680456.00505,2025-04-26 11:14:16.005050,0.5683030784130096,0.9747423529624939,-4.690272092819214,both
1745680456.022367,2025-04-26 11:14:16.022367,0.5714147090911865,0.9916542768478394,-6.6967034339904785,both
1745680456.0380912,2025-04-26 11:14:16.038091,0.5812979340553284,0.959536612033844,-2.886324882507324,both
1745680456.0546598,2025-04-26 11:14:16.054660,0.5750512778759003,0.9650695025920868,-3.5427310168743134,both
1745680456.0711632,2025-04-26 11:14:16.071163,0.5703124701976776,0.9826700389385223,-5.63081169128418,both
1745680456.0882752,2025-04-26 11:14:16.088275,0.5675740838050842,0.9846894443035126,-5.870394468307495,both
1745680456.1048455,2025-04-26 11:14:16.104846,0.5637750625610352,0.9938578009605408,-6.958113670349121,both
1745680456.1208987,2025-04-26 11:14:16.120899,0.5721386075019836,0.9814474880695343,-5.485803008079529,both
1745680456.1381867,2025-04-26 11:14:16.138187,0.5536441206932068,1.0318103432655334,-11.460708618164062,both
1745680456.154405,2025-04-26 11:14:16.154405,0.552865207195282,1.0353404879570007,-11.879546165466309,both
1745680456.1711566,2025-04-26 11:14:16.171157,0.5458244979381561,1.0439003109931946,-12.895007610321045,both
1745680456.1879349,2025-04-26 11:14:16.187935,0.5529475510120392,1.032542645931244,-11.547642230987549,both
1745680456.2043931,2025-04-26 11:14:16.204393,0.5531109571456909,1.0378222465515137,-12.173973560333252,both
1745680456.2213774,2025-04-26 11:14:16.221377,0.5542740523815155,1.0379464030265808,-12.18870735168457,both
1745680456.2375784,2025-04-26 11:14:16.237578,0.5562712550163269,1.0304076671600342,-11.294323444366455,both
1745680456.2550528,2025-04-26 11:14:16.255053,0.554195910692215,1.052746593952179,-13.944586753845215,both
1745680456.2723753,2025-04-26 11:14:16.272375,0.4642200618982315,0.9177224636077881,2.0744200963526964,both
1745680456.2888868,2025-04-26 11:14:16.288887,0.3774058371782303,0.7893965244293213,17.298789024353027,both
1745680456.3051858,2025-04-26 11:14:16.305186,0.33044981956481934,0.7610432207584381,20.662580490112305,both
1745680456.3218849,2025-04-26 11:14:16.321885,0.33841772377491,0.7576720714569092,21.062535285949707,both
1745680456.3382347,2025-04-26 11:14:16.338235,0.3413570374250412,0.7635978758335114,20.359508514404297,both
1745680456.3556824,2025-04-26 11:14:16.355682,0.34290701150894165,0.7638196349143982,20.333189010620117,both
1745680456.3727913,2025-04-26 11:14:16.372791,0.3426031768321991,0.759750247001648,20.815996170043945,both
1745680456.3889558,2025-04-26 11:14:16.388956,0.3442254662513733,0.7600929737091064,20.77532196044922,both
1745680456.405458,2025-04-26 11:14:16.405458,0.34466709196567535,0.7619669437408447,20.553022384643555,both
1745680456.4214518,2025-04-26 11:14:16.421452,0.3398968577384949,0.7606800198554993,20.705673217773438,both
1745680456.4381635,2025-04-26 11:14:16.438164,0.34669241309165955,0.7628843188285828,20.44416618347168,both
1745680456.4552698,2025-04-26 11:14:16.455270,0.34146976470947266,0.7627359330654144,20.461793899536133,both
1745680456.4717321,2025-04-26 11:14:16.471732,0.3408893048763275,0.7603633105754852,20.74325656890869,both
1745680456.4882808,2025-04-26 11:14:16.488281,0.3428635597229004,0.7660701870918274,20.066189765930176,both
1745680456.5046067,2025-04-26 11:14:16.504607,0.3365928530693054,0.7662149667739868,20.04904079437256,both
1745680456.521659,2025-04-26 11:14:16.521659,0.3454379588365555,0.7610747516155243,20.65885639190674,both
1745680456.538324,2025-04-26 11:14:16.538324,0.3397035002708435,0.7588627934455872,20.921257972717285,both
1745680456.5548685,2025-04-26 11:14:16.554868,0.35410793125629425,0.7577239274978638,21.056392669677734,both
1745680456.571282,2025-04-26 11:14:16.571282,0.3652157634496689,0.7534734904766083,21.560657501220703,both
1745680456.5884452,2025-04-26 11:14:16.588445,0.3659874349832535,0.755044549703598,21.374258041381836,both
1745680456.6054487,2025-04-26 11:14:16.605449,0.362595871090889,0.7532816529273987,21.58344268798828,both
1745680456.6231844,2025-04-26 11:14:16.623184,0.3653184026479721,0.7520290315151215,21.73198699951172,both
1745680456.6393921,2025-04-26 11:14:16.639392,0.36405394971370697,0.7578328549861908,21.043490409851074,both
1745680456.6564264,2025-04-26 11:14:16.656426,0.367819607257843,0.7652730643749237,20.160762786865234,both
1745680456.671708,2025-04-26 11:14:16.671708,0.36320796608924866,0.7585637867450714,20.95677661895752,both
1745680456.6884105,2025-04-26 11:14:16.688411,0.36434391140937805,0.7505258619785309,21.910364151000977,both
1745680456.70592,2025-04-26 11:14:16.705920,0.36572133004665375,0.7573537230491638,21.10031223297119,both
1745680456.7221785,2025-04-26 11:14:16.722178,0.3692414164543152,0.751327633857727,21.815231323242188,both
1745680456.7387178,2025-04-26 11:14:16.738718,0.36664731800556183,0.7554308474063873,21.328421592712402,both
1745680456.7548926,2025-04-26 11:14:16.754893,0.36308005452156067,0.7539969980716705,21.49854278564453,both
1745680456.771913,2025-04-26 11:14:16.771913,0.3672092854976654,0.7526251673698425,21.661280632019043,both
1745680456.789508,2025-04-26 11:14:16.789508,0.3684457838535309,0.7520530223846436,21.729159355163574,both
1745680456.8038673,2025-04-26 11:14:16.803867,0.3577817231416702,0.7489632964134216,22.095738410949707,both
1745680456.8212597,2025-04-26 11:14:16.821260,0.3528841733932495,0.7543925940990448,21.451619148254395,both
1745680456.838461,2025-04-26 11:14:16.838461,0.3440653681755066,0.754311591386795,21.461237907409668,both
1745680456.854246,2025-04-26 11:14:16.854246,0.3482576459646225,0.7628886699676514,20.44362735748291,both
1745680456.871228,2025-04-26 11:14:16.871228,0.34995710849761963,0.7585536241531372,20.957975387573242,both
1745680456.888602,2025-04-26 11:14:16.888602,0.3507506251335144,0.7563755810260773,21.216379165649414,both
1745680456.904643,2025-04-26 11:14:16.904643,0.3472887873649597,0.7508726418018341,21.869194984436035,both
1745680456.9218123,2025-04-26 11:14:16.921812,0.3491631895303726,0.753124475479126,21.602052688598633,both
1745680456.9385695,2025-04-26 11:14:16.938570,0.34681984782218933,0.7461499273777008,22.429533004760742,both
1745680456.9552937,2025-04-26 11:14:16.955294,0.3431912660598755,0.7521914541721344,21.712738037109375,both
1745680456.97196,2025-04-26 11:14:16.971960,0.3472736030817032,0.7545090615749359,21.437807083129883,both
1745680456.9885943,2025-04-26 11:14:16.988594,0.34762561321258545,0.7558141052722931,21.282954216003418,both
1745680457.0048888,2025-04-26 11:14:17.004889,0.3472871035337448,0.7597997188568115,20.81012725830078,both
1745680457.02202,2025-04-26 11:14:17.022020,0.3463573753833771,0.7608622908592224,20.68407440185547,both
1745680457.038148,2025-04-26 11:14:17.038148,0.3465755879878998,0.758091539144516,21.012795448303223,both
1745680457.0547433,2025-04-26 11:14:17.054743,0.3476709574460983,0.7630674242973328,20.422422409057617,both
1745680457.0713398,2025-04-26 11:14:17.071340,0.34536363184452057,0.7593128979206085,20.867865562438965,both
1745680457.0884764,2025-04-26 11:14:17.088476,0.34649479389190674,0.7543962895870209,21.451173782348633,both
1745680457.1059048,2025-04-26 11:14:17.105905,0.34831006824970245,0.7551593780517578,21.360639572143555,both
1745680457.121816,2025-04-26 11:14:17.121816,0.3488500118255615,0.7548831701278687,21.393407821655273,both
1745680457.1395438,2025-04-26 11:14:17.139544,0.34434041380882263,0.7551347017288208,21.363574981689453,both
1745680457.1552513,2025-04-26 11:14:17.155251,0.3456762582063675,0.7545700669288635,21.4305477142334,both
1745680457.1713765,2025-04-26 11:14:17.171376,0.3495224267244339,0.7518481910228729,21.75347328186035,both
1745680457.1880798,2025-04-26 11:14:17.188080,0.34499773383140564,0.7626682817935944,20.46979808807373,both
1745680457.2042892,2025-04-26 11:14:17.204289,0.3435784727334976,0.7561094164848328,21.247944831848145,both
1745680457.2211907,2025-04-26 11:14:17.221191,0.34723450243473053,0.7563070952892303,21.224486351013184,both
1745680457.238548,2025-04-26 11:14:17.238548,0.34296104311943054,0.7579548954963684,21.029001235961914,both
1745680457.2558026,2025-04-26 11:14:17.255803,0.34694166481494904,0.7588818073272705,20.919032096862793,both
1745680457.272631,2025-04-26 11:14:17.272631,0.3468242436647415,0.7626158595085144,20.476016998291016,both
1745680457.2886434,2025-04-26 11:14:17.288643,0.34139516949653625,0.7500810921192169,21.963129997253418,both
