timestamp,time_readable,x,y
1744745391.406841,2025-04-15 15:29:51.406841,nan,nan
1744745391.4260175,2025-04-15 15:29:51.426018,nan,nan
1744745391.4553306,2025-04-15 15:29:51.455331,nan,nan
1744745391.4683352,2025-04-15 15:29:51.468335,nan,nan
1744745391.4683352,2025-04-15 15:29:51.468335,0.19109489023685455,0.8620199263095856
1744745391.4846241,2025-04-15 15:29:51.484624,0.19110021740198135,0.871062159538269
1744745391.5016725,2025-04-15 15:29:51.501673,0.18778026849031448,0.8766241371631622
1744745391.5171926,2025-04-15 15:29:51.517193,0.19515804201364517,0.8542434871196747
1744745391.5345223,2025-04-15 15:29:51.534522,0.19010211527347565,0.8578265011310577
1744745391.5512192,2025-04-15 15:29:51.551219,0.1801304891705513,0.8740726113319397
1744745391.5679145,2025-04-15 15:29:51.567914,0.16978291422128677,0.881676971912384
1744745391.5846138,2025-04-15 15:29:51.584614,0.17587583512067795,0.8819829225540161
1744745391.601412,2025-04-15 15:29:51.601412,0.17731022089719772,0.8781844079494476
1744745391.6173093,2025-04-15 15:29:51.617309,0.17972511798143387,0.8773176074028015
1744745391.6345544,2025-04-15 15:29:51.634554,0.17448872327804565,0.8752849698066711
1744745391.6512134,2025-04-15 15:29:51.651213,0.17832361906766891,0.8793349266052246
1744745391.6679645,2025-04-15 15:29:51.667964,0.1787308305501938,0.873397707939148
1744745391.6840603,2025-04-15 15:29:51.684060,0.17991620302200317,0.8741821646690369
1744745391.7010887,2025-04-15 15:29:51.701089,0.17499703913927078,0.8708712160587311
1744745391.71821,2025-04-15 15:29:51.718210,0.17661942541599274,0.8793593049049377
1744745391.7344875,2025-04-15 15:29:51.734488,0.1773785650730133,0.8797661662101746
1744745391.750964,2025-04-15 15:29:51.750964,0.17586874216794968,0.8889626860618591
1744745391.767253,2025-04-15 15:29:51.767253,0.1774464100599289,0.8800126016139984
1744745391.7843044,2025-04-15 15:29:51.784304,0.1731913685798645,0.876631885766983
1744745391.8015313,2025-04-15 15:29:51.801531,0.18011994659900665,0.8791560530662537
1744745391.8178313,2025-04-15 15:29:51.817831,0.1739281266927719,0.878542572259903
1744745391.8348794,2025-04-15 15:29:51.834879,0.18441135436296463,0.8726882636547089
1744745391.8512063,2025-04-15 15:29:51.851206,0.18007966876029968,0.8685558438301086
1744745391.8678768,2025-04-15 15:29:51.867877,0.17711521685123444,0.8769930899143219
1744745391.8845258,2025-04-15 15:29:51.884526,0.1781456470489502,0.8751782774925232
1744745391.9011908,2025-04-15 15:29:51.901191,0.18159571290016174,0.875590443611145
1744745391.9179857,2025-04-15 15:29:51.917986,0.5544623881578445,0.8829217255115509
1744745391.9339917,2025-04-15 15:29:51.933992,0.02911551110446453,0.8848362863063812
1744745391.9510727,2025-04-15 15:29:51.951073,-0.14095499739050865,0.8050475120544434
1744745391.9680774,2025-04-15 15:29:51.968077,nan,nan
1744745391.984126,2025-04-15 15:29:51.984126,nan,nan
1744745392.000154,2025-04-15 15:29:52.000154,nan,nan
1744745392.0171857,2025-04-15 15:29:52.017186,nan,nan
1744745392.0332086,2025-04-15 15:29:52.033209,nan,nan
1744745392.0492587,2025-04-15 15:29:52.049259,nan,nan
1744745392.0655472,2025-04-15 15:29:52.065547,nan,nan
1744745392.0831926,2025-04-15 15:29:52.083193,nan,nan
1744745392.0991979,2025-04-15 15:29:52.099198,nan,nan
1744745392.1171978,2025-04-15 15:29:52.117198,nan,nan
1744745392.133198,2025-04-15 15:29:52.133198,nan,nan
1744745392.1491973,2025-04-15 15:29:52.149197,nan,nan
1744745392.1661978,2025-04-15 15:29:52.166198,nan,nan
1744745392.183232,2025-04-15 15:29:52.183232,nan,nan
1744745392.1992335,2025-04-15 15:29:52.199234,nan,nan
1744745392.2162204,2025-04-15 15:29:52.216220,nan,nan
1744745392.2332337,2025-04-15 15:29:52.233234,nan,nan
1744745392.249233,2025-04-15 15:29:52.249233,nan,nan
1744745392.2662253,2025-04-15 15:29:52.266225,nan,nan
1744745392.2825377,2025-04-15 15:29:52.282538,nan,nan
1744745392.300227,2025-04-15 15:29:52.300227,nan,nan
1744745392.3163772,2025-04-15 15:29:52.316377,nan,nan
1744745392.3329713,2025-04-15 15:29:52.332971,nan,nan
1744745392.3490946,2025-04-15 15:29:52.349095,nan,nan
1744745392.3654258,2025-04-15 15:29:52.365426,nan,nan
1744745392.382956,2025-04-15 15:29:52.382956,nan,nan
1744745392.3996954,2025-04-15 15:29:52.399695,nan,nan
1744745392.4155452,2025-04-15 15:29:52.415545,nan,nan
1744745392.4336472,2025-04-15 15:29:52.433647,nan,nan
1744745392.4491873,2025-04-15 15:29:52.449187,nan,nan
1744745392.4665895,2025-04-15 15:29:52.466589,nan,nan
1744745392.4830034,2025-04-15 15:29:52.483003,nan,nan
1744745392.50003,2025-04-15 15:29:52.500030,nan,nan
1744745392.5181358,2025-04-15 15:29:52.518136,0.2525079473853111,0.9812136292457581
1744745392.534899,2025-04-15 15:29:52.534899,0.4180852323770523,0.8485182523727417
1744745392.5515213,2025-04-15 15:29:52.551521,0.3728780001401901,0.823584794998169
1744745392.5681508,2025-04-15 15:29:52.568151,0.36275438964366913,0.7994612753391266
1744745392.5845559,2025-04-15 15:29:52.584556,0.3468752056360245,0.7924866080284119
1744745392.6009972,2025-04-15 15:29:52.600997,0.34299711883068085,0.7882556617259979
1744745392.617915,2025-04-15 15:29:52.617915,0.33654631674289703,0.7820702493190765
1744745392.634983,2025-04-15 15:29:52.634983,0.3327075093984604,0.7869858145713806
