start_timestamp,end_timestamp,start_time_readable,end_time_readable,x,y
1744930195.208318,1744930195.272421,2025-04-17 18:49:55.208318,2025-04-17 18:49:55.272421,,
1744930195.465004,1744930195.465004,2025-04-17 18:49:55.465004,2025-04-17 18:49:55.465004,0.311553493142128,0.7355695366859436
1744930195.5898588,1744930195.5898588,2025-04-17 18:49:55.589859,2025-04-17 18:49:55.589859,0.3402102291584015,0.734490156173706
1744930195.6851242,1744930195.6851242,2025-04-17 18:49:55.685124,2025-04-17 18:49:55.685124,0.3384909480810165,0.7367840111255646
1744930195.8270438,1744930195.8270438,2025-04-17 18:49:55.827044,2025-04-17 18:49:55.827044,0.3373941332101822,0.7226739227771759
1744930196.1408534,1744930196.1408534,2025-04-17 18:49:56.140853,2025-04-17 18:49:56.140853,0.3744258731603622,0.7271045446395874
1744930196.4957786,1744930196.4957786,2025-04-17 18:49:56.495779,2025-04-17 18:49:56.495779,0.4092382788658142,0.7118839919567108
1744930196.742247,1744930196.7500322,2025-04-17 18:49:56.742247,2025-04-17 18:49:56.750032,,
1744930196.7816207,1744930196.7816207,2025-04-17 18:49:56.781621,2025-04-17 18:49:56.781621,0.432074636220932,0.7209934294223785
1744930196.9085898,1744930196.9085898,2025-04-17 18:49:56.908590,2025-04-17 18:49:56.908590,0.4275215119123459,0.7178876996040344
1744930197.0516574,1744930197.0677133,2025-04-17 18:49:57.051657,2025-04-17 18:49:57.067713,,
1744930197.1827064,1744930197.1962004,2025-04-17 18:49:57.182706,2025-04-17 18:49:57.196200,,
1744930197.2457535,1744930197.275389,2025-04-17 18:49:57.245754,2025-04-17 18:49:57.275389,,
1744930197.655828,1744930197.671467,2025-04-17 18:49:57.655828,2025-04-17 18:49:57.671467,0.5162540823221207,0.7153494656085968
1744930197.862194,1744930197.9421546,2025-04-17 18:49:57.862194,2025-04-17 18:49:57.942155,,
1744930198.1007345,1744930198.1007345,2025-04-17 18:49:58.100734,2025-04-17 18:49:58.100734,0.5484339892864227,0.7074575424194336
1744930198.7036176,1744930198.7036176,2025-04-17 18:49:58.703618,2025-04-17 18:49:58.703618,0.2515458315610885,0.7464201152324677
1744930198.8344133,1744930198.8344133,2025-04-17 18:49:58.834413,2025-04-17 18:49:58.834413,0.2559880763292312,0.7461632192134857
1744930198.8936296,1744930198.8936296,2025-04-17 18:49:58.893630,2025-04-17 18:49:58.893630,0.2568130269646644,0.7427055835723877
1744930198.9433296,1744930198.9433296,2025-04-17 18:49:58.943330,2025-04-17 18:49:58.943330,0.2542530447244644,0.746579647064209
1744930199.0683072,1744930199.0683072,2025-04-17 18:49:59.068307,2025-04-17 18:49:59.068307,0.2829550951719284,0.7491503953933716
1744930199.1021986,1744930199.1021986,2025-04-17 18:49:59.102199,2025-04-17 18:49:59.102199,0.2840481549501419,0.7539207637310028
1744930199.2426584,1744930199.2426584,2025-04-17 18:49:59.242658,2025-04-17 18:49:59.242658,0.3042973577976227,0.7545812129974365
1744930199.4019318,1744930199.4019318,2025-04-17 18:49:59.401932,2025-04-17 18:49:59.401932,0.3043347001075744,0.7346000671386719
1744930199.4388435,1744930199.4388435,2025-04-17 18:49:59.438843,2025-04-17 18:49:59.438843,0.3024747371673584,0.735284149646759
1744930199.7392142,1744930199.7392142,2025-04-17 18:49:59.739214,2025-04-17 18:49:59.739214,0.3393445909023285,0.7593383491039276
1744930199.8519187,1744930199.8685224,2025-04-17 18:49:59.851919,2025-04-17 18:49:59.868522,,
1744930199.9272027,1744930199.9272027,2025-04-17 18:49:59.927203,2025-04-17 18:49:59.927203,0.3677742779254913,0.7526147961616516
1744930199.974637,1744930199.993078,2025-04-17 18:49:59.974637,2025-04-17 18:49:59.993078,0.36489908397197723,0.7557488083839417
1744930201.2415426,1744930201.2731452,2025-04-17 18:50:01.241543,2025-04-17 18:50:01.273145,,
1744930201.3210132,1744930201.354416,2025-04-17 18:50:01.321013,2025-04-17 18:50:01.354416,,
1744930201.4699595,1744930201.503228,2025-04-17 18:50:01.469959,2025-04-17 18:50:01.503228,,
1744930201.5547938,1744930201.6561902,2025-04-17 18:50:01.554794,2025-04-17 18:50:01.656190,,
1744930201.7197666,1744930201.737587,2025-04-17 18:50:01.719767,2025-04-17 18:50:01.737587,,
1744930201.8035374,1744930201.8202453,2025-04-17 18:50:01.803537,2025-04-17 18:50:01.820245,,
1744930201.926746,1744930201.926746,2025-04-17 18:50:01.926746,2025-04-17 18:50:01.926746,0.4831482470035553,0.7486575245857239
1744930201.990642,1744930202.0065868,2025-04-17 18:50:01.990642,2025-04-17 18:50:02.006587,,
1744930202.0563755,1744930202.070803,2025-04-17 18:50:02.056376,2025-04-17 18:50:02.070803,,
1744930202.1047518,1744930202.1368454,2025-04-17 18:50:02.104752,2025-04-17 18:50:02.136845,,
1744930202.1706774,1744930202.2207882,2025-04-17 18:50:02.170677,2025-04-17 18:50:02.220788,,
1744930202.257095,1744930202.2875135,2025-04-17 18:50:02.257095,2025-04-17 18:50:02.287513,,
1744930202.4577844,1744930202.469996,2025-04-17 18:50:02.457784,2025-04-17 18:50:02.469996,,
1744930202.709557,1744930202.7592022,2025-04-17 18:50:02.709557,2025-04-17 18:50:02.759202,,
1744930203.35487,1744930203.3644335,2025-04-17 18:50:03.354870,2025-04-17 18:50:03.364434,,
1744930203.5053673,1744930203.5053673,2025-04-17 18:50:03.505367,2025-04-17 18:50:03.505367,0.291997954249382,0.7704666554927826
1744930203.6642747,1744930203.6642747,2025-04-17 18:50:03.664275,2025-04-17 18:50:03.664275,0.3254540562629699,0.7804444432258606
1744930203.708867,1744930203.708867,2025-04-17 18:50:03.708867,2025-04-17 18:50:03.708867,0.3230025917291641,0.7815225422382355
1744930203.807233,1744930203.807233,2025-04-17 18:50:03.807233,2025-04-17 18:50:03.807233,0.3203524649143219,0.7730833292007446
1744930204.4726748,1744930204.492775,2025-04-17 18:50:04.472675,2025-04-17 18:50:04.492775,,
1744930204.5405028,1744930204.5560842,2025-04-17 18:50:04.540503,2025-04-17 18:50:04.556084,,
1744930204.6078582,1744930204.6226103,2025-04-17 18:50:04.607858,2025-04-17 18:50:04.622610,,
1744930204.746118,1744930204.8096316,2025-04-17 18:50:04.746118,2025-04-17 18:50:04.809632,,
1744930204.8413846,1744930204.8572614,2025-04-17 18:50:04.841385,2025-04-17 18:50:04.857261,,
1744930204.8887846,1744930204.9043868,2025-04-17 18:50:04.888785,2025-04-17 18:50:04.904387,,
1744930204.968212,1744930205.255171,2025-04-17 18:50:04.968212,2025-04-17 18:50:05.255171,,
1744930205.324891,1744930205.4148357,2025-04-17 18:50:05.324891,2025-04-17 18:50:05.414836,,
1744930205.5425344,1744930205.5904472,2025-04-17 18:50:05.542534,2025-04-17 18:50:05.590447,,
1744930205.639642,1744930205.653269,2025-04-17 18:50:05.639642,2025-04-17 18:50:05.653269,,
1744930205.6845946,1744930205.716324,2025-04-17 18:50:05.684595,2025-04-17 18:50:05.716324,,
1744930205.7957392,1744930205.8755753,2025-04-17 18:50:05.795739,2025-04-17 18:50:05.875575,,
1744930205.9393036,1744930205.9718149,2025-04-17 18:50:05.939304,2025-04-17 18:50:05.971815,,
1744930206.0042028,1744930206.0279434,2025-04-17 18:50:06.004203,2025-04-17 18:50:06.027943,,
1744930206.2110465,1744930206.258427,2025-04-17 18:50:06.211046,2025-04-17 18:50:06.258427,,
1744930206.2902873,1744930206.5095527,2025-04-17 18:50:06.290287,2025-04-17 18:50:06.509553,,
1744930206.5305111,1744930206.5943708,2025-04-17 18:50:06.530511,2025-04-17 18:50:06.594371,,
1744930206.6260326,1744930206.6731734,2025-04-17 18:50:06.626033,2025-04-17 18:50:06.673173,,
1744930206.704496,1744930206.73626,2025-04-17 18:50:06.704496,2025-04-17 18:50:06.736260,,
1744930206.7841263,1744930206.8001738,2025-04-17 18:50:06.784126,2025-04-17 18:50:06.800174,,
1744930206.8484874,1744930207.007774,2025-04-17 18:50:06.848487,2025-04-17 18:50:07.007774,,
1744930207.0753992,1744930207.226516,2025-04-17 18:50:07.075399,2025-04-17 18:50:07.226516,,
1744930207.270063,1744930207.2949817,2025-04-17 18:50:07.270063,2025-04-17 18:50:07.294982,,
1744930207.4548,1744930207.4704237,2025-04-17 18:50:07.454800,2025-04-17 18:50:07.470424,,
1744930207.6708844,1744930207.7102916,2025-04-17 18:50:07.670884,2025-04-17 18:50:07.710292,,
1744930207.792293,1744930207.8064463,2025-04-17 18:50:07.792293,2025-04-17 18:50:07.806446,,
1744930207.8713124,1744930207.8713124,2025-04-17 18:50:07.871312,2025-04-17 18:50:07.871312,0.5261169373989105,0.7653187811374664
1744930207.9190245,1744930207.9718795,2025-04-17 18:50:07.919024,2025-04-17 18:50:07.971879,,
1744930208.0311992,1744930208.0723605,2025-04-17 18:50:08.031199,2025-04-17 18:50:08.072361,,
1744930208.1905594,1744930208.2065318,2025-04-17 18:50:08.190559,2025-04-17 18:50:08.206532,,
1744930208.238535,1744930208.2730484,2025-04-17 18:50:08.238535,2025-04-17 18:50:08.273048,,
1744930208.3338368,1744930208.373371,2025-04-17 18:50:08.333837,2025-04-17 18:50:08.373371,,
1744930208.5097888,1744930208.5097888,2025-04-17 18:50:08.509789,2025-04-17 18:50:08.509789,0.2697520852088928,0.780243992805481
1744930208.5739803,1744930208.5739803,2025-04-17 18:50:08.573980,2025-04-17 18:50:08.573980,0.2693135291337967,0.7975726127624512
1744930208.7017343,1744930208.727974,2025-04-17 18:50:08.701734,2025-04-17 18:50:08.727974,0.2546740099787712,0.7895290404558182
