timestamp,time_readable,x,y
1744733394.7867334,2025-04-15 12:09:54.786733,,
1744733394.8025658,2025-04-15 12:09:54.802566,,
1744733394.853561,2025-04-15 12:09:54.853561,,
1744733394.853561,2025-04-15 12:09:54.853561,,
1744733394.853561,2025-04-15 12:09:54.853561,0.1734435632824897,1.03154456615448
1744733394.8693027,2025-04-15 12:09:54.869303,,
1744733394.8852284,2025-04-15 12:09:54.885228,0.1718949973583221,1.0247809886932373
1744733394.9009633,2025-04-15 12:09:54.900963,0.1311130076646804,0.8521604835987091
1744733394.9171205,2025-04-15 12:09:54.917120,0.1091735251247882,0.6755000054836273
1744733394.9328146,2025-04-15 12:09:54.932815,,
1744733394.9488058,2025-04-15 12:09:54.948806,0.1651570796966552,0.388921245932579
1744733394.9647682,2025-04-15 12:09:54.964768,0.1726372987031936,0.38180673122406
1744733394.9808133,2025-04-15 12:09:54.980813,0.1739278212189674,0.3727895766496658
1744733394.9967034,2025-04-15 12:09:54.996703,0.1736251562833786,0.3750573992729187
1744733395.0127673,2025-04-15 12:09:55.012767,0.1705517768859863,0.3684768676757812
1744733395.028613,2025-04-15 12:09:55.028613,0.172102466225624,0.3801036477088928
1744733395.0513344,2025-04-15 12:09:55.051334,0.169407419860363,0.3782234787940979
1744733395.0604336,2025-04-15 12:09:55.060434,0.1752365007996559,0.3762853294610977
1744733395.0920289,2025-04-15 12:09:55.092029,0.1704064905643463,0.3692254424095154
1744733395.1079783,2025-04-15 12:09:55.107978,0.1682870015501976,0.3751768171787262
1744733395.1237783,2025-04-15 12:09:55.123778,0.1700163930654525,0.3738348931074142
1744733395.1394205,2025-04-15 12:09:55.139420,0.1671983003616333,0.3787179440259933
1744733395.155352,2025-04-15 12:09:55.155352,0.1692630127072334,0.3885166049003601
1744733395.1710336,2025-04-15 12:09:55.171034,0.1389216631650924,0.3773223161697387
1744733395.186688,2025-04-15 12:09:55.186688,0.1380250081419944,0.377656951546669
1744733395.202405,2025-04-15 12:09:55.202405,0.1377522423863411,0.3805273324251175
1744733395.218209,2025-04-15 12:09:55.218209,0.1338242813944816,0.3808674961328506
1744733395.2340648,2025-04-15 12:09:55.234065,0.1350918263196945,0.3814721554517746
1744733395.250137,2025-04-15 12:09:55.250137,0.1356357187032699,0.3810329586267471
