start_timestamp,end_timestamp,x,y
1744748298.8654184,1744748298.9237788,,
1744748298.9870498,1744748298.9870498,0.1858692616224289,1.0271352529525757
1744748299.169766,1744748299.169766,0.1905687004327774,0.3213353157043457
1744748299.2207177,1744748299.2207177,0.1906782910227775,0.3204450011253357
1744748299.353187,1744748299.353187,0.0844436399638652,0.1143600493669509
1744748299.453107,1744748299.453107,0.0853205546736717,0.1120623350143432
1744748299.4870548,1744748299.4870548,0.086825281381607,0.1107464507222175
1744748299.5879655,1744748299.6025698,0.03062291396781795,0.09443560708314175
1744748299.653133,1744748299.653133,0.0327023267745971,0.0912651158869266
1744748299.736946,1744748299.736946,0.0323470318689942,0.093961376696825
1744748299.7694504,1744748299.7694504,0.03672406822443,0.0930350329726934
1744748299.8032074,1744748299.8032074,0.034903472289443,0.0987300407141447
1744748299.88591,1744748299.88591,0.0344847040250897,0.0977726951241493
1744748300.052852,1744748300.052852,0.4488991498947143,0.6184381544589996
1744748300.0861485,1744748300.10319,0.44743227213621134,0.6112695634365082
1744748300.1361835,1744748300.170016,0.44503356516361237,0.6097673873106638
1744748300.2030418,1744748300.2030418,0.4482548832893371,0.611455649137497
1744748300.236241,1744748300.236241,0.4447166472673416,0.611898809671402
1744748300.2862048,1744748300.2862048,0.4451098889112472,0.612240344285965
1744748300.3194554,1744748300.336428,0.44403811544179916,0.6133656799793243
1744748300.369476,1744748300.369476,0.4386308789253235,0.6434451341629028
1744748300.4200315,1744748300.4690995,0.4377596080303192,0.6434491574764252
1744748300.6864314,1744748300.7237332,0.25522246956825256,0.5635145803292593
1744748300.7692587,1744748300.7862594,0.2538863942027092,0.5671034008264542
1744748300.8694265,1744748300.8694265,0.1980352476239204,0.4123025089502334
1744748300.9190314,1744748300.9190314,0.198944479227066,0.4120291620492935
1744748301.136472,1744748301.136472,0.1494558230042457,0.3728333860635757
1744748301.186162,1744748301.186162,0.1493265703320503,0.3719501197338104
1744748301.3689623,1744748301.3689623,0.0614221822470426,0.0886147934943437
1744748301.4850943,1744748301.4850943,0.0557259544730186,0.0884917173534631
1744748301.5521193,1744748301.5521193,0.0586624294519424,0.0868892334401607
1744748301.5853665,1744748301.5853665,0.0553908310830593,0.0903849750757217
1744748301.618688,1744748301.618688,0.0580905210226774,0.0885791219770908
1744748301.7167668,1744748301.8201113,,
1744748302.0030892,1744748302.0030892,0.0462333392351865,0.1011802367866039
1744748302.0694892,1744748302.0694892,0.044956861063838,0.0956584177911281
1744748302.136409,1744748302.136409,0.0511142704635858,0.0989317409694194
1744748302.1694157,1744748302.1694157,0.0479999314993619,0.09554098919034
1744748302.2199254,1744748302.2199254,0.0459695663303136,0.0948357693850994
1744748302.2527642,1744748302.2862651,0.04458322996894513,0.09350465548535188
1744748302.436154,1744748302.436154,0.0450793225318193,0.0948262698948383
1744748302.5521407,1744748302.5521407,0.040926931425929,0.1023917868733406
1744748302.619377,1744748302.619377,0.0421703588217496,0.095837328583002
1744748302.7187402,1744748302.7187402,0.0398973040282726,0.0972690843045711
1744748302.8533692,1744748302.91897,0.22847750335931774,0.1277669690549373
1744748303.0187428,1744748303.0353377,0.042042039334774,0.08989197947084901
1744748303.102093,1744748303.102093,0.0412429459393024,0.0940888747572898
1744748303.1519463,1744748303.1519463,0.0390798486769199,0.0915215071290731
1744748303.1849704,1744748303.1849704,0.0413996279239654,0.0888240486383438
1744748303.3861425,1744748303.4191418,0.11875748634338378,0.1046329488356908
1744748303.502693,1744748303.519194,0.120648518204689,0.1084501072764396
1744748303.5690277,1744748303.5690277,0.1181030124425888,0.1055168807506561
1744748303.601985,1744748303.601985,0.1217894554138183,0.1064247526228427
1744748303.636078,1744748303.636078,0.1195647343993187,0.1097135357558727
1744748303.7021418,1744748303.718761,0.08022377267479891,0.10311239399015901
1744748303.7522852,1744748303.7522852,0.0845800973474979,0.1013312824070453
1744748303.835381,1744748303.8520465,0.08487989194691176,0.1002525333315134
1744748303.9520664,1744748303.9520664,0.0339530557394027,0.1018509678542614
1744748304.1020262,1744748304.1020262,0.0350620876997709,0.1014349777251482
1744748304.2023814,1744748304.2183769,0.12415951304137704,0.10019741579890251
1744748304.2527444,1744748304.2859013,0.12311568111181258,0.10072303563356398
1744748304.4353704,1744748304.468693,0.09675245856245353,0.10603495687246318
1744748304.567288,1744748304.6353784,,
