start_timestamp,end_timestamp,start_time_readable,end_time_readable,x,y
1744814279.5300837,1744814279.5300837,2025-04-16 10:37:59.530084,2025-04-16 10:37:59.530084,0.1599475368857383,0.785749614238739
1744814279.5636008,1744814279.5636008,2025-04-16 10:37:59.563601,2025-04-16 10:37:59.563601,0.1606017649173736,0.7887214124202728
1744814279.63019,1744814279.6461914,2025-04-16 10:37:59.630190,2025-04-16 10:37:59.646191,0.1608629934489727,0.7879751920700073
1744814279.7455592,1744814279.7455592,2025-04-16 10:37:59.745559,2025-04-16 10:37:59.745559,0.2128546833992004,0.7798539996147156
1744814279.829089,1744814279.829089,2025-04-16 10:37:59.829089,2025-04-16 10:37:59.829089,0.207485631108284,0.7854531109333038
1744814280.0462976,1744814280.063397,2025-04-16 10:38:00.046298,2025-04-16 10:38:00.063397,0.21113704144954681,0.7813797891139984
1744814280.1973426,1744814280.1973426,2025-04-16 10:38:00.197343,2025-04-16 10:38:00.197343,0.2089979946613311,0.7805039286613464
1744814280.2805758,1744814280.296226,2025-04-16 10:38:00.280576,2025-04-16 10:38:00.296226,0.18134468048810953,0.787715271115303
1744814280.3305547,1744814280.3460913,2025-04-16 10:38:00.330555,2025-04-16 10:38:00.346091,0.18101720139384264,0.7843264192342758
1744814280.4960878,1744814280.5135405,2025-04-16 10:38:00.496088,2025-04-16 10:38:00.513541,0.25685338675975794,0.7859043180942535
1744814280.56555,1744814280.56555,2025-04-16 10:38:00.565550,2025-04-16 10:38:00.565550,0.2544060349464416,0.7873300015926361
1744814280.7470367,1744814280.7470367,2025-04-16 10:38:00.747037,2025-04-16 10:38:00.747037,0.2517212033271789,0.787193238735199
1744814280.9645352,1744814280.9645352,2025-04-16 10:38:00.964535,2025-04-16 10:38:00.964535,0.1481670215725898,0.845365047454834
1744814281.162041,1744814281.264104,2025-04-16 10:38:01.162041,2025-04-16 10:38:01.264104,,
1744814281.5149462,1744814281.5149462,2025-04-16 10:38:01.514946,2025-04-16 10:38:01.514946,0.7420448958873749,0.7674612700939178
1744814281.681087,1744814281.681087,2025-04-16 10:38:01.681087,2025-04-16 10:38:01.681087,0.729227602481842,0.7607899904251099
1744814281.71728,1744814281.71728,2025-04-16 10:38:01.717280,2025-04-16 10:38:01.717280,0.7280734181404114,0.7616609036922455
1744814281.7803533,1744814281.7803533,2025-04-16 10:38:01.780353,2025-04-16 10:38:01.780353,0.7694478631019592,0.7653741240501404
1744814281.8163335,1744814281.8163335,2025-04-16 10:38:01.816334,2025-04-16 10:38:01.816334,0.7681355476379395,0.7630973160266876
