start_timestamp,end_timestamp,x,y
1744745655.8630245,1744745655.8630245,0.5759491622447968,0.7410941421985626
1744745655.9793804,1744745655.9793804,0.5351887941360474,0.653308629989624
1744745656.046268,1744745656.0632913,0.5357212424278259,0.6553938090801239
1744745656.1472735,1744745656.1472735,0.5354683995246887,0.6527188718318939
1744745656.1796775,1744745656.1796775,0.5407778322696686,0.6526556611061096
1744745656.430235,1744745656.9136102,,
1744745657.02939,1744745657.02939,0.5221720933914185,0.6689628660678864
1744745657.079388,1744745657.079388,0.5212915986776352,0.6738885343074799
1744745657.180411,1744745657.180411,0.5597864389419556,0.6516206860542297
1744745657.2296822,1744745657.2296822,0.5583618879318237,0.6517744958400726
1744745657.296626,1744745657.296626,0.5595508217811584,0.6606308221817017
1744745657.463604,1744745657.463604,0.5389384329319,0.6558122038841248
1744745657.5131145,1744745657.5131145,0.541533887386322,0.6557315289974213
1744745657.730975,1744745657.730975,0.5687638521194458,0.6611206233501434
1744745657.763325,1744745657.763325,0.5694611370563507,0.6606122255325317
1744745657.829321,1744745658.06354,,
1744745658.1463587,1744745658.1633594,0.5643911808729172,0.651512086391449
1744745658.2130234,1744745658.2130234,0.5644571781158447,0.6593470573425293
1744745658.2637112,1744745658.2637112,0.5666347444057465,0.6584694087505341
1744745658.3799698,1744745658.3799698,0.5350274443626404,0.6697847843170166
1744745658.4638643,1744745658.4638643,0.5364737808704376,0.6695663630962372
1744745658.4972568,1744745658.4972568,0.5374142229557037,0.6657189130783081
1744745658.5962286,1744745658.8130903,,
1744745659.013403,1744745659.013403,0.5390696823596954,0.6579850912094116
1744745659.0635746,1744745659.080102,0.5372754335403442,0.6618445962667465
1744745659.129496,1744745659.129496,0.5354679822921753,0.660260945558548
1744745659.4793766,1744745659.4793766,0.5318189561367035,0.6645327210426331
1744745659.630411,1744745659.630411,0.5521343648433685,0.6659208536148071
1744745659.8463073,1744745659.8630705,0.595620259642601,0.6533322036266327
1744745659.947197,1744745659.947197,0.5955838561058044,0.6526622772216797
1744745659.9975896,1744745660.029788,0.5931653281052908,0.6614668369293213
1744745660.14639,1744745660.14639,0.6280576288700104,0.6547623872756958
1744745660.3135753,1744745660.3135753,0.6059141755104065,0.6646816432476044
1744745660.3796926,1744745660.3966277,0.6081963032484055,0.6600904762744904
1744745660.630831,1744745660.630831,0.6444406509399414,0.657511830329895
1744745660.715532,1744745660.7295308,0.6470520943403244,0.6597784757614136
1744745660.8312953,1744745661.096524,,
1744745661.2807496,1744745661.2807496,0.6602410972118378,0.7285118699073792
1744745661.346661,1744745661.346661,0.6527991592884064,0.7303800880908966
1744745661.6634967,1744745661.6634967,0.5496711730957031,0.6961913406848907
1744745662.1640246,1744745662.1802444,0.5659833699464798,0.7197709381580353
1744745662.3962984,1744745662.3962984,0.5659900307655334,0.7212450504302979
1744745662.5302093,1744745662.5302093,0.5579988956451416,0.7305629253387451
1744745662.6635897,1744745662.6635897,0.5581022202968597,0.7588539719581604
1744745662.8131487,1744745662.8131487,0.5560217499732971,0.7532218396663666
1744745662.9967046,1744745663.012959,0.5575671344995499,0.7537313848733902
1744745663.0778248,1744745663.3130586,,
1744745663.446319,1744745663.446319,0.5597629249095917,0.7540044188499451
1744745663.4962995,1744745663.4962995,0.5578386783599854,0.7430157959461212
1744745663.5316346,1744745663.546158,0.5574987530708313,0.7414407581090927
1744745663.596208,1744745663.596208,0.5624982416629791,0.7199413478374481
1744745663.8463423,1744745663.8463423,0.5646954476833344,0.7333956360816956
1744745663.912691,1744745663.912691,0.5640593469142914,0.7192583978176117
1744745664.0462806,1744745664.0462806,0.56710284948349,0.7092868983745575
1744745664.2796292,1744745664.2796292,0.5623999834060669,0.714710146188736
1744745664.3623598,1744745664.3623598,0.5645057857036591,0.7500526905059814
1744745664.4128313,1744745664.4128313,0.5630311965942383,0.7519026100635529
1744745664.4462605,1744745664.4462605,0.5673731565475464,0.745623379945755
1744745664.5632796,1744745664.5795467,0.5629459470510483,0.7530368864536285
1744745664.645351,1744745664.9126208,,
1744745665.0629296,1744745665.0629296,0.5688824653625488,0.7342267334461212
1744745665.0965574,1744745665.0965574,0.5690363347530365,0.7324351668357849
1744745665.1633546,1744745665.1633546,0.5640705525875092,0.7419597208499908
1744745665.3128653,1744745665.3128653,0.5633359253406525,0.7381733357906342
1744745665.3796237,1744745665.3796237,0.5651655495166779,0.74129319190979
1744745665.4133785,1744745665.4133785,0.5644294917583466,0.7350555658340454
1744745665.4463077,1744745665.4463077,0.5650081634521484,0.7377366125583649
1744745665.7295418,1744745665.7295418,0.561384528875351,0.7318990528583527
1744745665.8132365,1744745665.8132365,0.5650680065155029,0.7093200981616974
1744745665.913377,1744745665.9303837,0.5642615854740143,0.7049115598201752
1744745665.9965277,1744745665.9965277,0.561145007610321,0.719251424074173
1744745666.045552,1744745666.3623717,,
1744745666.4466913,1744745666.4466913,0.5712779760360718,0.7272091507911682
1744745666.4965134,1744745666.5129893,0.5723041892051697,0.7114714086055756
1744745666.5462074,1744745666.5462074,0.5721936225891113,0.7087876200675964
1744745666.5799572,1744745666.5799572,0.5722585916519165,0.7154398560523987
1744745666.7628567,1744745666.7628567,0.5532667934894562,0.735802173614502
1744745666.8794997,1744745666.8794997,0.5672987103462219,0.7480752170085907
1744745666.912611,1744745666.912611,0.5656611621379852,0.7584228515625
1744745666.9462595,1744745666.9462595,0.5645336806774139,0.7516639828681946
1744745667.196205,1744745667.2128525,0.5654841363430023,0.7488350421190262
1744745667.5795548,1744745667.5965009,0.5778112411499023,0.7393258064985275
1744745667.7962434,1744745667.7962434,0.5630901455879211,0.7612441778182983
1744745667.912688,1744745667.912688,0.5644252300262451,0.7666064500808716
1744745668.013087,1744745668.013087,0.5639830827713013,0.7654743790626526
1744745668.129237,1744745668.129237,0.5665075182914734,0.7655946314334869
1744745668.3793302,1744745668.3793302,0.5779513120651245,0.7481880187988281
1744745668.4132886,1744745668.4132886,0.5785069763660431,0.7513905763626099
1744745668.5452454,1744745668.712237,,
1744745668.9293358,1744745668.9972024,0.562490952014923,0.7169300138950347
1744745669.131478,1744745669.131478,0.5606109499931335,0.7127288281917572
1744745669.1794796,1744745669.1794796,0.5655552744865417,0.6987300515174866
1744745669.346557,1744745669.346557,0.5650059580802917,0.7016394436359406
1744745669.3958862,1744745669.3958862,0.5635644495487213,0.7062472105026245
1744745669.7631314,1744745669.7631314,0.5997320711612701,0.7126873731613159
1744745669.8628805,1744745669.8628805,0.5971393585205078,0.7090023458003998
1744745669.9628017,1744745669.9628017,0.5708222091197968,0.7030607759952545
1744745670.079184,1744745670.079184,0.5711022615432739,0.7130991816520691
1744745670.129752,1744745670.129752,0.5681261122226715,0.7139895856380463
1744745670.1964226,1744745670.1964226,0.5719910264015198,0.7105752527713776
1744745670.246163,1744745670.246163,0.5783446133136749,0.7016752064228058
1744745670.3630643,1744745670.4631622,0.5729960969516209,0.7094689096723285
1744745670.5125325,1744745670.5125325,0.5738896429538727,0.7059383690357208
1744745670.5621955,1744745670.8461826,,
1744745670.946274,1744745670.946274,0.5747501850128174,0.7660225033760071
1744745670.9965975,1744745670.9965975,0.5697381496429443,0.754041850566864
1744745671.1122472,1744745671.1122472,0.5706160366535187,0.7561416625976562
1744745671.1462772,1744745671.1462772,0.572012186050415,0.7511740922927856
1744745671.1958148,1744745671.212413,0.5713662654161453,0.7527064234018326
1744745671.296553,1744745671.330196,0.5705668131510416,0.7485117514928182
1744745671.5295763,1744745671.5295763,0.5928094685077667,0.7458251416683197
1744745671.6632118,1744745671.6632118,0.5913776159286499,0.7413677871227264
1744745671.72915,1744745671.72915,0.5880492627620697,0.751282125711441
1744745671.7784448,1744745672.012802,,
1744745672.1294212,1744745672.1294212,0.5540096759796143,0.7286228835582733
1744745672.1627965,1744745672.1627965,0.5567161440849304,0.717899352312088
1744745672.2627609,1744745672.3123276,0.5724118798971176,0.7203055173158646
1744745672.4295616,1744745672.4295616,0.5737143456935883,0.7159193754196167
1744745672.4631417,1744745672.4631417,0.574823796749115,0.7051002681255341
1744745672.5794506,1744745672.6127949,0.574398805697759,0.7078052461147308
1744745672.6462712,1744745672.6635296,0.574110135436058,0.702604815363884
1744745672.8133774,1744745672.8133774,0.5756239295005798,0.7056904435157776
1744745673.0461714,1744745673.0461714,0.5750804841518402,0.7082341909408569
1744745673.1464336,1744745673.1464336,0.573760062456131,0.7029833793640137
1744745673.229586,1744745673.229586,0.5724148452281952,0.7089245319366455
1744745673.26304,1744745673.26304,0.5711162388324738,0.7038461267948151
1744745673.2957778,1744745673.2957778,0.575547993183136,0.7075924575328827
1744745673.3302498,1744745673.3302498,0.5747294425964355,0.698954850435257
1744745673.3630936,1744745673.3795948,0.5712456852197647,0.7035878002643585
1744745673.4302924,1744745673.4463148,0.5747661590576172,0.7025325298309326
1744745673.480014,1744745673.480014,0.5761405825614929,0.7048275172710419
1744745673.5633762,1744745673.5633762,0.5675112009048462,0.7032472789287567
1744745673.6130602,1744745673.629164,0.5702537149190903,0.7048765867948532
1744745673.7621346,1744745673.7621346,0.568855881690979,0.7077260315418243
1744745674.0631864,1744745674.0631864,0.5480434000492096,0.8266554772853851
1744745674.146506,1744745674.146506,0.5007397532463074,0.8137580752372742
1744745674.280305,1744745674.280305,0.5926825106143951,0.7997535169124603
1744745674.3461506,1744745674.3461506,0.5309341549873352,0.7952544987201691
1744745674.3961716,1744745674.3961716,0.5347637236118317,0.7936422526836395
1744745674.4305377,1744745674.4305377,0.5346039831638336,0.7885058522224426
