intersection_x,intersection_y,intersection_z
-287.27776064566547,367.53700163783475,35.79188113681113
-284.9890325295313,377.43230315462836,36.831919235456894
-287.2669663352532,381.4362424755259,37.25275021583002
-287.44159341143205,387.62084672381127,37.902778315766966
-287.02070385034637,391.98684413466407,38.36166313480652
-287.2684270028664,392.9295343097013,38.46074386474629
-286.956557386175,397.79646485456306,38.97227887775517
-289.41912634963603,396.50920819745,38.83698275121861
-287.40530682937253,396.6996166255427,38.85699548344144
-287.61473958900535,407.07541404347387,39.94753573632471
-285.3058464004415,414.14292873111367,40.69036146279802
-284.9124071147509,413.4739955503388,40.620053752388856
-284.94242452737086,407.7771281828878,40.02128886432297
-284.9029866253155,409.4809593886941,40.20036874023094
-287.056036137366,406.9786127386437,39.93736150920773
455.49657984116413,104.8172481230996,8.178922354457654
476.3678309309251,102.4351943780666,7.928558417224167
462.2355646810664,102.29961655401554,7.914308613708499
491.8123213936,109.55964701948179,8.677368563786786
488.99781227772064,120.98223565117229,9.877931006674999
475.4032141654743,121.23495190984228,9.904492555781644
472.305136245331,145.4062830965473,12.445001835513494
464.383807864685,162.13978993882958,14.2037642754849
455.65418550507246,180.98083380442944,16.18403778258562
441.03262458304226,222.38611979744644,20.53590870283847
531.5522247370565,249.82135512645158,23.419468131427493
532.0738102564362,249.10527623447186,23.34420520709591
525.420146994168,289.62788250584344,27.603302750220564
648.6876618313183,290.9691990981548,27.74428080490452
580.6228789629049,273.8878803606184,25.948961861666476
-3.218421316918608,272.6835404364154,25.822380634933324
-5.68001136660434,295.3315718158348,28.20278465334019
-0.22749362143788687,277.4708390760145,26.325545997436848
6.088145616028186,278.4600724081488,26.42951861031014
6.171544682125372,296.5728811793988,28.333251524725767
-65.94184112548828,395.44816835410256,38.725462969897194
-71.6684799087202,530.2602894222329,52.8947878593068
-60.420924888802794,265.06626407408584,25.02177262806339
-54.08924727068894,427.92472062146624,42.13888616002424
-42.93321868727474,230.89298931190478,21.430016717660408
-28.973430221037702,276.8116084562082,26.25625806727828
-48.64978318437666,307.17756817839995,29.447849041987695
-48.40423918982092,367.1408955853242,35.75024871307778
-49.014096518906065,286.2244233573771,27.24558477916304
-48.54994024049435,212.539968728184,19.501036524393214
726.2914832537425,268.685159870258,25.402133903226286
700.0565237270946,239.71158702955393,22.35688868688976
698.5028474972914,258.41051470887425,24.322225180912938
712.4000750948601,253.74259160713365,23.83160669302515
700.1052178339625,239.875821600265,22.37415043584815
758.9351196289062,254.9582046865949,23.959372776120745
712.0824303142608,223.10927818312138,20.611915711940583
713.5701810073406,234.86787172387267,21.847793693841368
665.6002560244212,235.51428854348362,21.91573483932939
632.7475889075968,229.59554196044076,21.293649505987105
613.5029681394976,223.609234965713,20.66446328724078
612.2258545966309,236.84324063115628,22.055413332208673
614.5688667806453,230.08185399044257,21.344762960001162
597.9412445480957,270.0958331107342,25.550401635376147
566.4591141197672,256.47083947730863,24.118357099035165
580.1122296673028,254.4602492897291,23.90703555493701
567.877530752442,253.65086647417863,23.821965993071217
634.2190394206884,291.16794879803547,27.765170240119915
669.433371564777,294.092139671262,28.072515085621262
652.7265330956506,289.42507031743537,27.581986330255404
670.5673093733285,323.32247886267453,31.14474753289096
654.3036149582842,312.9356722288519,30.05305016479042
684.7929404205956,318.6827665912084,30.657094122745775
670.9663511957672,305.40411106913194,29.261451188741603
698.3487777386094,309.29637844955306,29.670544975210078
681.9417827610182,304.6097048152594,29.17795572693808
667.3939230003606,259.62142190668476,24.449496655916164
680.6904904334607,248.06546276273974,23.234916407330502
699.2841313728861,233.645861246504,21.71935521713067
668.6833598682774,240.29388123481,22.418090274032693
-48.13958507341067,72.25386534862974,4.756372910283687
-48.71909348297957,68.698658461621,4.382705609213303
-49.27267837524408,71.08629319789071,4.633656132262672
-48.70000576732064,67.64072440285027,4.271512259004737
-48.16336049627646,64.09382016834317,3.8987176018762284
-47.58848105480416,65.25225067138672,4.020473554007083
-47.6107907775583,66.409871726097,4.142144429689836
-48.175723901546284,68.66941294089595,4.379631781122555
-47.57685344865866,69.9480063345173,4.5140173619748225
-47.55594042880457,77.08558750844117,5.264207372906867
-48.12094223004025,77.15173127085686,5.2711593624730995
-48.11678376171885,72.46194892823274,4.7782433757890885
-48.11813910803371,73.65370260222296,4.9035017343189224
-48.07132704217398,74.00580625513817,4.9405093194928895
-48.0856079156923,75.11709444404691,5.05731041474786
714.6095785992973,280.4023361548103,26.633658756087243
730.371205995029,259.67083469562317,24.45469014931018
729.6423142947642,286.56730098655623,27.281622670167735
727.2228339740055,272.56851341995804,25.810290808333548
744.5192598292322,241.94226457060145,22.591342343965607
730.394364473902,260.3490379910036,24.52597218802589
744.1133015258761,236.33166984869928,22.0016450763344
759.1597290039062,235.20760290506072,21.883500879835992
759.1597290039062,222.76063809962352,20.575272162581996
730.2847339802069,260.7816225602932,24.57143865836838
714.0215974066402,229.6882832235055,21.3033970055194
730.7442753970624,228.5273240811779,21.181375282690396
717.1900748771243,209.56787109375,19.188656475391326
716.7318544848306,203.2669411058507,18.52640204755039
689.2597808122398,228.00003840514432,21.125955324944243
-57.08423971837805,34.73423767089844,0.8129011357627292
-56.550745861956585,34.194981680211754,0.7562230472491933
-57.20728123632928,34.73423767089844,0.8129011357627292
-57.10194675141997,35.2799752144312,0.870260462931526
-56.82377830126887,34.73423767089844,0.8129011357627292
-57.06111761625561,35.2870775656794,0.8710069501280486
-56.904040203194484,34.73423767089844,0.812901135762786
-56.86340908747465,34.73423767089844,0.8129011357627292
-57.672298249198676,35.28673074928582,0.8709704982562698
-56.43010538558367,34.73423767089844,0.8129011357628428
-57.040905786558675,35.291971204540275,0.871521292298155
-57.06485815301977,34.73423767089844,0.8129011357627292
-56.437076287160174,35.29082603978951,0.8714009306328308
-57.644247132130104,35.29278346123674,0.8716066639170776
-56.403741421193786,35.857658694430874,0.9309774433224334
688.5587232558904,208.85638427734375,19.11387619765128
675.3717367944184,215.04061580376356,19.763865122941525
691.0600951258809,208.85638427734375,19.11387619765128
676.818030192446,214.90654907034553,19.7497741414511
678.82051617212,208.85638427734375,19.11387619765128
677.6754291440527,214.83645049333933,19.742406484121602
661.8710308050179,214.96037614057883,19.755431594504444
662.9216230909965,214.89052521857,19.748089966764155
702.9954611473366,208.85638427734375,19.11387619765128
659.8971137161959,215.05225598293814,19.76508855507177
672.8508799455026,215.16451870104,19.77688784220686
656.3565112598592,208.85638427734375,19.11387619765128
671.809387391266,215.2264579531732,19.783397919935396
657.0851562180543,215.2259476256538,19.783344282351663
671.1921191501721,215.27094062784843,19.788073237439676
-63.862258743842986,32.128868103027344,0.5390657597471886
-63.08808014821982,32.70252689226408,0.5993597280933614
-63.83536948155103,32.704017187878634,0.5995163644741979
-63.055432958503076,33.28194158985947,0.6602586667857508
-63.03802427586818,32.707575435850586,0.599890351406259
-63.0493182863598,33.2810709649452,0.6601671604200305
-62.909648100785695,33.31337058944827,0.6635619877528143
-63.78102477049676,33.289727222468,0.661076969747171
-63.87190928178215,32.69886814792766,0.598975178567855
-64.63897780122339,32.69975900340071,0.5990688112510156
-63.08818722723238,32.70402708965824,0.5995174051931826
-64.5795823838446,32.128868103027344,0.5390657597472455
-63.860860694354216,33.27606066418323,0.6596405565899204
-64.68151121266989,32.69177264678934,0.5982294113467788
-64.6140386478111,32.7032476087569,0.599435478449152
-86.59251672772011,9.820937354627773,-1.8055922419230228
-86.58610766717777,10.000041255651297,-1.786767663372757
-86.52369461682203,10.004181868132282,-1.7863324674644332
-86.57897840501117,10.179642016700868,-1.76789086272953
-86.80179221935379,9.814353252461371,-1.806284258946107
-86.83301731362273,9.813315325532686,-1.8063933494622688
-86.57924714965391,9.821377520428396,-1.8055459786331198
-87.68739955400984,10.17459781548888,-1.7684210296404785
-86.65007012453961,10.172162642664645,-1.7686769766178827
-86.67361463480714,10.16982144300993,-1.7689230466171466
-84.65742083035124,10.160534795235145,-1.769899112629787
-85.8207940562207,9.982461349908258,-1.7886153859220144
-86.7831438650791,9.987158356085494,-1.7881217106797749
-87.75594855189766,10.340178825059366,-1.7510177642551525
-87.85157189650054,10.323482079482742,-1.7527726629302833
704.2648875743714,228.78011199987137,21.20794436356914
703.8661532180323,241.51229234608545,22.546150442122553
718.6455683781344,235.12703568518916,21.87503292380393
703.9811388146658,235.2270083743018,21.885540476840788
687.6445230841263,235.74905653269778,21.94040994930083
687.721053236133,242.17621060966385,22.615931063494827
703.3080451245684,248.21683162078114,23.25082591539808
688.1305242040668,248.38847080137498,23.268865920216058
687.9588200375543,261.2284599270916,24.618403158093997
718.0373954611657,254.53067641439029,23.914437744016595
731.5910685828864,262.9449568874257,24.798814258445873
719.008241830965,259.6479980726948,24.45228992352122
702.1338377702784,268.0364447297924,25.333951194482324
689.1797005715013,260.311052109422,24.521979710991218
716.2189325652495,262.92138296774726,24.796336539645836
731.3879608025042,264.7358982392576,24.987049779635754
715.3248598163475,266.83164475430095,25.207321614410148
717.3469697926618,276.49708483640103,26.223200302745454
717.7759853389023,257.5957377457511,24.236588671291656
732.0078454853071,251.47585800063183,23.59336339076299
730.9404501889969,259.41763317022844,24.428077596615367
730.8176031095805,266.06222960611666,25.126452823658383
732.1378985874961,263.498764281077,24.857021761040187
746.2007726217064,263.6271540716872,24.870516071798193
760.3297729492188,257.4898664674303,24.22546115154728
732.0179485895488,257.6602370619037,24.243367822590926
746.4540825846277,262.68357679770014,24.771342104001405
760.3297729492188,250.02607984305428,23.44098556620588
732.5961446302505,256.7957830703878,24.152510046890484
732.9602069934219,250.32515951593763,23.472420106507798
-69.94158984794288,17.40324974614729,-1.0086590964668858
-69.12583836776969,17.396446146178178,-1.0093741836386698
-69.06809354014722,17.474521058378837,-1.0011681796983112
-69.14263520700788,17.6420823358164,-0.9835567797731528
-69.14135693315552,16.82948771400363,-1.0689639160797242
-69.10352894119647,17.698165277475677,-0.9776622250785749
-69.10477328607324,17.419091052447445,-1.0069941080824947
-69.94411895683606,16.84304324039912,-1.067539172844306
-69.14649785545224,17.092222871137103,-1.0413493383117611
-68.33678202231168,16.28154955743771,-1.126554536998583
-68.36231515777344,16.26634990328668,-1.128152085024226
-68.43150837562696,15.973646758107659,-1.1589164252580986
-67.513769664621,16.0056441414231,-1.1555533647542688
-66.84819016611546,15.97453898375371,-1.158822648564069
-65.93684731530932,15.993442580913237,-1.1568358004407742
662.3194539280864,227.0610807795717,21.02726690176155
689.8274090522674,226.90367895180952,21.010723303025316
663.4099340327997,226.88209821123672,21.008455075791062
675.8343810070687,227.03956021514944,21.02500499929556
674.3330827275489,233.3140858752095,21.684484220451168
689.1723592067219,238.7354859010133,22.254296324232428
688.6546704710621,227.2537983208756,21.047522331562732
691.4497645872204,226.52825322804745,20.971264469430025
677.4324046331554,221.01338236045743,20.391628184303272
650.0790280229153,232.47167926682673,21.595943718094304
660.585559438062,227.27267465623095,21.049506314354858
662.9108303328626,221.1220712926031,20.40305185139823
648.4050360360133,227.02451152816388,21.023423318558116
676.5662292292297,226.81086324356687,21.00096797898982
661.345273597228,221.35403950616046,20.427432693090168
-92.40509796726526,11.000982241328005,-1.6815645265272678
-92.36178729184346,11.342834583986658,-1.645634397478375
-95.27692927267286,12.029530007504587,-1.5734598001291147
-94.21853053322664,12.207289726990775,-1.554776500751359
-93.05488597940013,12.237820310249234,-1.5515676071457847
-86.66996009457768,11.888232931597795,-1.5883107212375194
-82.92690353974137,11.853224651816944,-1.5919902397117767
-80.34900293643358,12.393254395765302,-1.5352308264533576
-74.96742140020038,12.560249383063056,-1.5176789460203395
-68.77656866998441,12.17643217221044,-1.5580197604487012
-65.15073686220015,12.631730365062326,-1.5101659920712223
-63.63656743064941,11.961332795626918,-1.5806276159306663
-60.57932130722152,12.54753803113068,-1.519014962944425
-57.69483910100229,12.626236111038084,-1.5107434614388922
-49.20690022122114,12.13732782105563,-1.562129793372435
38.10826346425222,231.61650182893715,21.506060947468086
-51.010644480692235,231.73152433672018,21.518150300187017
-96.52911398504693,221.23344045480977,20.41475722202381
-137.95148825100034,206.20082827996202,18.834766015341074
-217.91309806453103,200.96220542534715,18.284164566361596
-190.38888309118522,170.61548864734078,15.094596106584959
-248.62775884217137,165.6263481354601,14.570216308450881
-276.9609496720989,166.09304470785307,14.61926809479337
-274.2647798568337,161.7764863470007,14.165579529296338
-265.3400467412987,168.21074219938615,14.841847070165159
-308.0562362959042,163.2930213906456,14.324973785312295
-286.0239295330157,163.02594124183202,14.296902530516263
-289.43947848267317,164.0570008936381,14.405271266732825
-288.01920408376645,159.5962444001606,13.936426866779357
-280.95871723673713,158.38242200813772,13.808848992517596
-4.995224387690396,50.060912107555446,2.423799531593488
-7.977747116617259,52.66695781504709,2.69770597274686
-11.599764070320026,57.259558362247155,3.180407741140982
-21.12192742742424,88.2572417798342,6.43839555175407
-18.229340384021405,93.99695576855443,7.041663801182153
-15.48721576863678,96.10036395166401,7.262740909719469
-13.667557959714973,85.17120890095023,6.114040426014242
-2.060200911310588,53.885581350242425,2.8257884674903266
-0.30749621230112467,48.22438488562069,2.230772742387501
-1.2142791701249642,40.01909982031538,1.3683625304616953
-2.1131926304783946,43.157342281464544,1.6982051044190598
-1.5731698493374537,44.35819313444951,1.8244196149901768
-2.661366168455018,46.19415539687108,2.0173870245587295
-3.6720468621715554,56.04190282718389,3.0524269873111507
-2.534611739823653,55.366065979003906,2.9813936722189283
24.38500939621586,93.08328835684414,6.945633486587326
