Frame ID,Hand ID,Hand Type,Palm Position X,Palm Position Y,Palm Position Z,Hand Shape,TipPosition X,TipPosition Y,TipPosition Z,PointDirection X,PointDirection Y,PointDirection Z,Intersection X,Intersection Y,Intersection Z
2166,5,left,-93.244240,252.693665,-11.811011,Index-Point,-136.372696,265.243286,-66.978676,-22.357460,21.407776,-40.172943,-283.865112,406.470612,-332.000000
2167,5,left,-93.100861,252.816391,-11.694061,Index-Point,-136.261932,265.292267,-66.919174,-22.386436,21.311142,-40.213669,-283.829041,405.771240,-332.000000
2168,5,left,-92.986542,252.847504,-11.549685,Index-Point,-136.195038,265.237000,-66.937546,-22.431725,21.198914,-40.364853,-283.496643,404.443146,-332.000000
2169,5,left,-92.905800,252.879166,-11.443671,Index-Point,-136.182205,265.246063,-66.882904,-22.505150,21.161133,-40.407669,-283.839844,404.085510,-332.000000
2170,5,left,-92.870346,252.883743,-11.350642,Index-Point,-136.223969,265.207489,-66.915184,-22.585785,21.106018,-40.527523,-283.954407,403.258972,-332.000000
2171,5,left,-92.860649,252.917267,-11.280254,Index-Point,-136.246994,265.212799,-66.875511,-22.627235,21.075943,-40.557014,-284.163055,402.987946,-332.000000
2172,5,left,-92.887306,252.982254,-11.202253,Index-Point,-136.316147,265.250671,-66.849060,-22.672211,21.039154,-40.609695,-284.348724,402.620605,-332.000000
2173,5,left,-92.920906,253.055817,-11.139753,Index-Point,-136.397995,265.317841,-66.822250,-22.723015,21.022659,-40.645580,-284.646301,402.472778,-332.000000
2174,5,left,-92.954498,253.136322,-11.081257,Index-Point,-136.471863,265.373962,-66.778542,-22.766312,20.992569,-40.660728,-284.971771,402.304138,-332.000000
2175,5,left,-92.989601,253.229218,-11.042619,Index-Point,-136.529922,265.457733,-66.746582,-22.794983,20.984573,-40.667343,-285.210571,402.329956,-332.000000
2176,5,left,-93.028732,253.353180,-10.998816,Index-Point,-136.574249,265.592133,-66.683922,-22.805855,20.997467,-40.648102,-285.431396,402.645630,-332.000000
2177,5,left,-93.048904,253.505463,-10.960882,Index-Point,-136.612747,265.738007,-66.633316,-22.830902,20.996292,-40.633415,-285.715698,402.859558,-332.000000
2178,5,left,-93.062386,253.687866,-10.907519,Index-Point,-136.653397,265.928314,-66.553055,-22.864349,21.007401,-40.603294,-286.130737,403.265686,-332.000000
2179,5,left,-93.072075,253.861588,-10.842581,Index-Point,-136.675247,266.150909,-66.458557,-22.879379,21.057510,-40.572388,-286.418060,403.969788,-332.000000
2180,5,left,-93.073334,254.047226,-10.767074,Index-Point,-136.690506,266.365631,-66.343094,-22.896927,21.086731,-40.530148,-286.769592,404.579681,-332.000000
2181,5,left,-93.079590,254.238464,-10.681797,Index-Point,-136.706375,266.576202,-66.257126,-22.905014,21.100555,-40.527763,-286.895874,404.933746,-332.000000
2182,5,left,-93.082916,254.435822,-10.596425,Index-Point,-136.712570,266.781189,-66.183472,-22.904472,21.099991,-40.538155,-286.901611,405.137939,-332.000000
2183,5,left,-93.069847,254.619980,-10.489913,Index-Point,-136.700439,266.956421,-66.138618,-22.901505,21.075836,-40.594669,-286.686279,404.985657,-332.000000
